,id,season,stage,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,B365H,B365D,B365A,home_y_card,home_r_card,away_y_card,away_r_card,home_shoton,away_shoton,home_shotoff,away_shotoff,home_foulcommit,away_foulcommit,home_cross,away_cross,home_corner,away_corner,home_possession,away_possession,HTP,ATP,Result
1538,23056,2012/2013,10,2012-11-04 00:00:00,1260150,RC Deportivo de La Coruña,RCD Mallorca,1,0,1.95,3.3,4.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,75,25,7,11,H
1531,23049,2012/2013,10,2012-11-04 00:00:00,1260133,Real Sociedad,RCD Espanyol,0,1,1.83,3.5,4.33,1,0,6,0,0,0,0,0,0,0,0,0,0,0,75,25,10,6,A
1536,23054,2012/2013,10,2012-11-04 00:00:00,1260145,Sevilla FC,Levante UD,0,0,1.5,4.0,7.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,75,25,14,16,D
1534,23052,2012/2013,10,2012-11-05 00:00:00,1260141,Getafe CF,Real Betis Balompié,2,4,1.91,3.4,4.0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,13,16,A
1544,23062,2012/2013,11,2012-11-09 00:00:00,1260174,Real Betis Balompié,Granada CF,1,2,1.7,3.8,4.75,1,0,7,0,0,0,0,0,0,0,0,0,0,0,75,25,19,8,A
1540,23058,2012/2013,11,2012-11-10 00:00:00,1260163,Málaga CF,Real Sociedad,1,2,1.53,4.0,6.0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,75,25,18,10,A
1541,23059,2012/2013,11,2012-11-10 00:00:00,1260166,RCD Espanyol,CA Osasuna,0,3,1.8,3.5,4.5,2,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,9,5,A
1549,23067,2012/2013,11,2012-11-10 00:00:00,1260182,Rayo Vallecano,RC Celta de Vigo,3,2,2.38,3.4,2.9,4,0,6,0,0,0,0,0,0,0,0,0,0,0,75,25,13,10,H
1547,23065,2012/2013,11,2012-11-10 00:00:00,1260178,Real Zaragoza,RC Deportivo de La Coruña,5,3,2.05,3.25,3.75,4,0,5,0,0,0,0,0,0,0,0,0,0,0,75,25,12,10,H
1545,23063,2012/2013,11,2012-11-11 00:00:00,1260176,Athletic Club de Bilbao,Sevilla FC,2,1,2.38,3.5,2.8,7,0,5,0,0,0,0,0,0,0,0,0,0,0,75,25,11,15,H
1543,23061,2012/2013,11,2012-11-11 00:00:00,1260172,Atlético Madrid,Getafe CF,2,0,1.36,4.75,8.5,2,0,5,0,0,0,0,0,0,0,0,0,0,0,75,25,25,13,H
1546,23064,2012/2013,11,2012-11-11 00:00:00,1260177,Levante UD,Real Madrid CF,1,2,9.0,5.5,1.3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,75,25,17,20,A
1548,23066,2012/2013,11,2012-11-11 00:00:00,1260180,RCD Mallorca,FC Barcelona,2,4,13.0,6.0,1.22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,75,25,11,28,A
1542,23060,2012/2013,11,2012-11-11 00:00:00,1260169,Real Valladolid,Valencia CF,1,1,2.8,3.4,2.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75,25,14,14,D
1551,23069,2012/2013,12,2012-11-17 00:00:00,1260194,CA Osasuna,Málaga CF,0,0,3.0,3.2,2.4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,75,25,8,18,D
1558,23076,2012/2013,12,2012-11-17 00:00:00,1260207,FC Barcelona,Real Zaragoza,3,1,1.08,10.0,26.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75,25,31,15,H
1556,23074,2012/2013,12,2012-11-17 00:00:00,1260203,Real Madrid CF,Athletic Club de Bilbao,5,1,1.17,8.0,12.0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,23,14,H
1552,23070,2012/2013,12,2012-11-17 00:00:00,1260195,Valencia CF,RCD Espanyol,2,1,1.5,4.0,7.0,7,0,6,2,0,0,0,0,0,0,0,0,0,0,75,25,15,9,H
1553,23071,2012/2013,12,2012-11-18 00:00:00,1260197,Getafe CF,Real Valladolid,2,1,2.0,3.3,3.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,75,25,13,15,H
1554,23072,2012/2013,12,2012-11-18 00:00:00,1260200,Granada CF,Atlético Madrid,0,1,4.5,3.75,1.73,2,0,5,0,0,0,0,0,0,0,0,0,0,0,75,25,11,28,A
1559,23077,2012/2013,12,2012-11-18 00:00:00,1260208,RC Celta de Vigo,RCD Mallorca,1,1,1.91,3.4,4.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,75,25,10,11,D
1557,23075,2012/2013,12,2012-11-18 00:00:00,1260205,RC Deportivo de La Coruña,Levante UD,0,2,2.05,3.4,3.5,7,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,10,17,A
1555,23073,2012/2013,12,2012-11-18 00:00:00,1260201,Sevilla FC,Real Betis Balompié,5,1,1.67,3.5,5.5,3,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,15,19,H
1550,23068,2012/2013,12,2012-11-19 00:00:00,1260193,Real Sociedad,Rayo Vallecano,4,0,1.75,3.5,4.75,1,0,3,0,0,0,0,0,0,0,0,0,0,0,75,25,13,16,H
1560,23078,2012/2013,13,2012-11-23 00:00:00,1260213,Real Sociedad,CA Osasuna,0,0,1.85,3.5,4.2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,16,9,D
1561,23079,2012/2013,13,2012-11-24 00:00:00,1260215,Málaga CF,Valencia CF,4,0,2.1,3.4,3.4,2,0,7,0,0,0,0,0,0,0,0,0,0,0,75,25,19,18,H
1569,23087,2012/2013,13,2012-11-24 00:00:00,1260236,Rayo Vallecano,RCD Mallorca,2,0,2.1,3.4,3.4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,75,25,16,12,H
1565,23083,2012/2013,13,2012-11-24 00:00:00,1260225,Real Betis Balompié,Real Madrid CF,1,0,10.0,5.5,1.29,4,0,2,0,0,0,0,0,0,0,0,0,0,0,75,25,19,26,H
1563,23081,2012/2013,13,2012-11-24 00:00:00,1260219,Real Valladolid,Granada CF,1,0,1.85,3.4,4.33,1,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,15,11,H
1566,23084,2012/2013,13,2012-11-25 00:00:00,1260227,Athletic Club de Bilbao,RC Deportivo de La Coruña,1,1,1.67,3.8,5.0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,75,25,14,10,D
1564,23082,2012/2013,13,2012-11-25 00:00:00,1260222,Atlético Madrid,Sevilla FC,4,0,1.62,3.8,5.5,2,0,4,1,0,0,0,0,0,0,0,0,0,0,75,25,31,18,H
1567,23085,2012/2013,13,2012-11-25 00:00:00,1260231,Levante UD,FC Barcelona,0,4,13.0,6.5,1.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,75,25,20,34,A
1562,23080,2012/2013,13,2012-11-25 00:00:00,1260217,RCD Espanyol,Getafe CF,0,2,2.1,3.4,3.4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,75,25,9,16,A
1568,23086,2012/2013,13,2012-11-26 00:00:00,1260234,Real Zaragoza,RC Celta de Vigo,0,1,2.1,3.3,3.5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,75,25,15,11,A
1570,23088,2012/2013,14,2012-11-30 00:00:00,1260244,CA Osasuna,Rayo Vallecano,1,0,1.91,3.5,4.0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,75,25,10,19,H
1577,23095,2012/2013,14,2012-12-01 00:00:00,1260266,FC Barcelona,Athletic Club de Bilbao,5,1,1.09,10.0,21.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,75,25,37,15,H
1572,23090,2012/2013,14,2012-12-01 00:00:00,1260253,Getafe CF,Málaga CF,1,0,2.6,3.25,2.7,3,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,19,22,H
1575,23093,2012/2013,14,2012-12-01 00:00:00,1260262,Real Madrid CF,Atlético Madrid,2,0,1.44,4.5,6.5,1,0,5,0,0,0,0,0,0,0,0,0,0,0,75,25,26,34,H
1571,23089,2012/2013,14,2012-12-01 00:00:00,1260248,Valencia CF,Real Sociedad,2,5,1.6,3.8,5.75,2,1,2,0,0,0,0,0,0,0,0,0,0,0,75,25,18,17,A
1573,23091,2012/2013,14,2012-12-02 00:00:00,1260256,Granada CF,RCD Espanyol,0,0,2.05,3.4,3.5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,11,9,D
1578,23096,2012/2013,14,2012-12-02 00:00:00,1260269,RC Celta de Vigo,Levante UD,1,1,2.0,3.5,3.6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,75,25,14,20,D
1576,23094,2012/2013,14,2012-12-02 00:00:00,1260264,RC Deportivo de La Coruña,Real Betis Balompié,2,3,2.1,3.4,3.4,2,0,5,0,0,0,0,0,0,0,0,0,0,0,75,25,11,22,A
1579,23097,2012/2013,14,2012-12-02 00:00:00,1260275,RCD Mallorca,Real Zaragoza,1,1,2.0,3.5,3.6,3,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,12,15,D
1574,23092,2012/2013,14,2012-12-03 00:00:00,1260260,Sevilla FC,Real Valladolid,1,2,1.7,3.75,4.75,4,0,6,0,0,0,0,0,0,0,0,0,0,0,75,25,18,18,A
1583,23101,2012/2013,15,2012-12-07 00:00:00,1260230,RCD Espanyol,Sevilla FC,2,2,2.8,3.3,2.5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,75,25,10,18,D
1580,23098,2012/2013,15,2012-12-08 00:00:00,1260157,CA Osasuna,Valencia CF,0,1,2.63,3.3,2.63,2,0,2,0,0,0,0,0,0,0,0,0,0,0,75,25,13,18,A
1582,23100,2012/2013,15,2012-12-08 00:00:00,1260224,Málaga CF,Granada CF,4,0,1.44,4.33,7.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,75,25,22,12,H
1581,23099,2012/2013,15,2012-12-08 00:00:00,1260220,Real Sociedad,Getafe CF,1,1,1.91,3.3,4.2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,75,25,20,22,D
1584,23102,2012/2013,15,2012-12-08 00:00:00,1260235,Real Valladolid,Real Madrid CF,2,3,10.0,6.0,1.25,3,0,3,0,0,0,0,0,0,0,0,0,0,0,75,25,21,29,A
1587,23105,2012/2013,15,2012-12-09 00:00:00,1260265,Athletic Club de Bilbao,RC Celta de Vigo,1,0,1.83,3.75,4.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,75,25,15,15,H
1585,23103,2012/2013,15,2012-12-09 00:00:00,1260242,Atlético Madrid,RC Deportivo de La Coruña,6,0,1.29,5.5,10.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,75,25,34,11,H
1588,23106,2012/2013,15,2012-12-09 00:00:00,1260276,Levante UD,RCD Mallorca,4,0,2.0,3.2,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75,25,21,13,H
1586,23104,2012/2013,15,2012-12-09 00:00:00,1260252,Real Betis Balompié,FC Barcelona,1,2,9.0,5.5,1.3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,75,25,25,40,A
1589,23107,2012/2013,15,2012-12-10 00:00:00,1260281,Rayo Vallecano,Real Zaragoza,0,2,2.25,3.3,3.2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,75,25,19,16,A
1597,23115,2012/2013,16,2012-12-15 00:00:00,1260305,Getafe CF,CA Osasuna,1,1,1.95,3.3,4.0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,75,25,23,13,D
1598,23116,2012/2013,16,2012-12-15 00:00:00,1260309,Granada CF,Real Sociedad,0,0,2.4,3.3,2.88,3,0,3,0,0,0,0,0,0,0,0,0,0,0,75,25,12,21,D
1594,23112,2012/2013,16,2012-12-15 00:00:00,1260292,RCD Mallorca,Athletic Club de Bilbao,0,1,2.4,3.4,2.8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,75,25,13,18,A
1599,23117,2012/2013,16,2012-12-15 00:00:00,1260311,Sevilla FC,Málaga CF,0,2,2.1,3.3,3.5,1,1,4,0,0,0,0,0,0,0,0,0,0,0,75,25,19,25,A
1592,23110,2012/2013,16,2012-12-16 00:00:00,1260280,FC Barcelona,Atlético Madrid,4,1,1.25,6.0,10.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,75,25,43,37,H
1590,23108,2012/2013,16,2012-12-16 00:00:00,1260272,Real Madrid CF,RCD Espanyol,2,2,1.1,10.0,17.0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,32,11,D
1595,23113,2012/2013,16,2012-12-16 00:00:00,1260296,Real Zaragoza,Levante UD,0,1,2.0,3.4,3.75,4,0,6,0,0,0,0,0,0,0,0,0,0,0,75,25,19,24,A
1596,23114,2012/2013,16,2012-12-16 00:00:00,1260298,Valencia CF,Rayo Vallecano,0,1,1.44,4.33,7.0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,75,25,21,19,A
1593,23111,2012/2013,16,2012-12-17 00:00:00,1260288,RC Celta de Vigo,Real Betis Balompié,0,1,2.05,3.4,3.5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,75,25,15,25,A
1591,23109,2012/2013,16,2012-12-17 00:00:00,1260277,RC Deportivo de La Coruña,Real Valladolid,0,0,2.2,3.3,3.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,75,25,11,21,D
1604,23122,2012/2013,17,2012-12-20 00:00:00,1260307,RCD Espanyol,RC Deportivo de La Coruña,2,0,1.8,3.6,4.33,2,0,2,0,0,0,0,0,0,0,0,0,0,0,75,25,12,12,H
1609,23127,2012/2013,17,2012-12-20 00:00:00,1260315,Rayo Vallecano,Levante UD,3,0,2.25,3.25,3.25,3,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,22,27,H
1602,23120,2012/2013,17,2012-12-20 00:00:00,1260302,Real Sociedad,Sevilla FC,2,1,2.38,3.4,2.88,2,0,5,0,0,0,0,0,0,0,0,0,0,0,75,25,22,19,H
1606,23124,2012/2013,17,2012-12-21 00:00:00,1260312,Atlético Madrid,RC Celta de Vigo,1,0,1.29,5.5,10.0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,75,25,37,15,H
1600,23118,2012/2013,17,2012-12-21 00:00:00,1260297,Valencia CF,Getafe CF,4,2,1.67,3.75,5.0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,21,24,H
1608,23126,2012/2013,17,2012-12-22 00:00:00,1260314,Athletic Club de Bilbao,Real Zaragoza,0,2,1.83,3.5,4.2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,75,25,21,19,A
1601,23119,2012/2013,17,2012-12-22 00:00:00,1260299,CA Osasuna,Granada CF,1,2,1.95,3.3,4.0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,75,25,14,13,A
1603,23121,2012/2013,17,2012-12-22 00:00:00,1260304,Málaga CF,Real Madrid CF,3,2,5.5,4.1,1.57,1,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,28,33,H
1607,23125,2012/2013,17,2012-12-22 00:00:00,1260313,Real Betis Balompié,RCD Mallorca,1,2,1.7,3.6,5.0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,28,13,A
1605,23123,2012/2013,17,2012-12-22 00:00:00,1260310,Real Valladolid,FC Barcelona,1,3,13.0,6.0,1.22,4,0,1,0,0,0,0,0,0,0,0,0,0,0,75,25,22,46,A
1618,23136,2012/2013,18,2013-01-04 00:00:00,1260324,Real Zaragoza,Real Betis Balompié,1,2,2.2,3.4,3.2,4,0,5,0,0,0,0,0,0,0,0,0,0,0,75,25,22,28,A
1611,23129,2012/2013,18,2013-01-05 00:00:00,1260317,Granada CF,Valencia CF,1,2,3.25,3.2,2.25,5,0,3,0,0,0,0,0,0,0,0,0,0,0,75,25,16,24,A
1619,23137,2012/2013,18,2013-01-05 00:00:00,1260325,Levante UD,Athletic Club de Bilbao,3,1,2.25,3.3,3.2,3,0,3,1,0,0,0,0,0,0,0,0,0,0,75,25,27,21,H
1614,23132,2012/2013,18,2013-01-05 00:00:00,1260320,RC Deportivo de La Coruña,Málaga CF,1,0,3.0,3.4,2.3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,75,25,12,31,H
1612,23130,2012/2013,18,2013-01-05 00:00:00,1260318,Sevilla FC,CA Osasuna,1,0,1.53,4.1,6.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,75,25,19,14,H
1615,23133,2012/2013,18,2013-01-06 00:00:00,1260321,FC Barcelona,RCD Espanyol,4,0,1.1,10.0,21.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,49,15,H
1616,23134,2012/2013,18,2013-01-06 00:00:00,1260322,RC Celta de Vigo,Real Valladolid,3,1,1.95,3.3,4.0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,75,25,15,22,H
1617,23135,2012/2013,18,2013-01-06 00:00:00,1260323,RCD Mallorca,Atlético Madrid,1,1,3.4,3.4,2.1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,75,25,16,40,D
1613,23131,2012/2013,18,2013-01-06 00:00:00,1260319,Real Madrid CF,Real Sociedad,4,3,1.18,7.0,13.0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,75,25,33,25,H
1610,23128,2012/2013,18,2013-01-07 00:00:00,1260316,Rayo Vallecano,Getafe CF,3,1,2.2,3.3,3.3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,75,25,25,24,H
1629,23147,2012/2013,19,2013-01-11 00:00:00,1260340,Athletic Club de Bilbao,Rayo Vallecano,1,2,1.91,3.5,4.0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,75,25,21,28,A
1622,23140,2012/2013,19,2013-01-12 00:00:00,1260331,CA Osasuna,Real Madrid CF,0,0,7.0,4.33,1.44,4,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,14,36,D
1625,23143,2012/2013,19,2013-01-12 00:00:00,1260335,RCD Espanyol,RC Celta de Vigo,1,0,2.25,3.2,3.3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,75,25,15,18,H
1626,23144,2012/2013,19,2013-01-12 00:00:00,1260336,Real Valladolid,RCD Mallorca,3,1,2.0,3.4,3.75,2,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,22,17,H
1621,23139,2012/2013,19,2013-01-12 00:00:00,1260329,Valencia CF,Sevilla FC,2,0,2.1,3.4,3.4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,75,25,27,22,H
1627,23145,2012/2013,19,2013-01-13 00:00:00,1260338,Atlético Madrid,Real Zaragoza,2,0,1.29,5.5,10.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,75,25,41,22,H
1624,23142,2012/2013,19,2013-01-13 00:00:00,1260333,Málaga CF,FC Barcelona,1,3,7.0,4.75,1.4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,75,25,31,52,A
1628,23146,2012/2013,19,2013-01-13 00:00:00,1260339,Real Betis Balompié,Levante UD,2,0,1.91,3.5,4.0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,31,30,H
1623,23141,2012/2013,19,2013-01-13 00:00:00,1260332,Real Sociedad,RC Deportivo de La Coruña,1,1,1.75,3.5,4.75,3,0,5,0,0,0,0,0,0,0,0,0,0,0,75,25,25,15,D
1620,23138,2012/2013,19,2013-01-14 00:00:00,1260328,Getafe CF,Granada CF,2,2,1.83,3.5,4.33,4,0,2,0,0,0,0,0,0,0,0,0,0,0,75,25,24,16,D
1643,23161,2012/2013,20,2013-01-18 00:00:00,1259971,RCD Espanyol,RCD Mallorca,3,2,2.0,3.4,3.75,4,0,3,0,0,0,0,0,0,0,0,0,0,0,75,25,18,17,H
1648,23166,2012/2013,20,2013-01-19 00:00:00,1259982,Getafe CF,Sevilla FC,1,1,2.7,3.25,2.6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,75,25,25,22,D
1649,23167,2012/2013,20,2013-01-19 00:00:00,1259983,Granada CF,Rayo Vallecano,2,0,2.15,3.3,3.4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,17,31,H
1644,23162,2012/2013,20,2013-01-19 00:00:00,1259974,Málaga CF,RC Celta de Vigo,1,1,1.62,3.75,5.5,2,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,31,18,D
1645,23163,2012/2013,20,2013-01-19 00:00:00,1259976,Real Sociedad,FC Barcelona,3,2,10.0,5.5,1.29,3,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,26,55,H
1641,23159,2012/2013,20,2013-01-20 00:00:00,1259969,Atlético Madrid,Levante UD,2,0,1.3,5.5,9.0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,44,30,H
1646,23164,2012/2013,20,2013-01-20 00:00:00,1259979,CA Osasuna,RC Deportivo de La Coruña,2,1,2.0,3.4,3.75,5,0,1,0,0,0,0,0,0,0,0,0,0,0,75,25,15,16,H
1642,23160,2012/2013,20,2013-01-20 00:00:00,1259970,Real Valladolid,Real Zaragoza,2,0,2.0,3.4,3.75,1,0,3,0,0,0,0,0,0,0,0,0,0,0,75,25,25,22,H
1647,23165,2012/2013,20,2013-01-20 00:00:00,1259981,Valencia CF,Real Madrid CF,0,5,4.5,3.75,1.75,3,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,30,37,A
1640,23158,2012/2013,20,2013-01-21 00:00:00,1259968,Real Betis Balompié,Athletic Club de Bilbao,1,1,1.91,3.5,4.0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,75,25,34,21,D
1652,23170,2012/2013,21,2013-01-26 00:00:00,1259989,Levante UD,Real Valladolid,2,1,2.0,3.4,3.75,3,0,1,0,0,0,0,0,0,0,0,0,0,0,75,25,30,28,H
1655,23173,2012/2013,21,2013-01-26 00:00:00,1259996,RC Celta de Vigo,Real Sociedad,1,1,2.2,3.4,3.2,6,0,3,0,0,0,0,0,0,0,0,0,0,0,75,25,19,29,D
1657,23175,2012/2013,21,2013-01-26 00:00:00,1260003,RC Deportivo de La Coruña,Valencia CF,2,3,2.88,3.2,2.5,4,1,2,0,0,0,0,0,0,0,0,0,0,0,75,25,16,30,A
1653,23171,2012/2013,21,2013-01-26 00:00:00,1259990,Real Zaragoza,RCD Espanyol,0,0,2.05,3.4,3.5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,75,25,22,21,D
1651,23169,2012/2013,21,2013-01-27 00:00:00,1259988,Athletic Club de Bilbao,Atlético Madrid,3,0,3.0,3.25,2.38,2,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,22,47,H
1656,23174,2012/2013,21,2013-01-27 00:00:00,1259999,FC Barcelona,CA Osasuna,5,1,1.07,11.0,29.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,75,25,55,18,H
1654,23172,2012/2013,21,2013-01-27 00:00:00,1259993,RCD Mallorca,Málaga CF,2,3,3.0,3.2,2.4,3,0,3,1,0,0,0,0,0,0,0,0,0,0,75,25,17,32,A
1650,23168,2012/2013,21,2013-01-27 00:00:00,1259987,Rayo Vallecano,Real Betis Balompié,3,0,2.25,3.3,3.2,6,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,31,35,H
1658,23176,2012/2013,21,2013-01-27 00:00:00,1260005,Real Madrid CF,Getafe CF,4,0,1.14,7.5,17.0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,75,25,40,26,H
1659,23177,2012/2013,21,2013-01-28 00:00:00,1260007,Sevilla FC,Granada CF,3,0,1.4,4.4,8.0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,23,20,H
1661,23179,2012/2013,22,2013-02-01 00:00:00,1260014,Real Valladolid,Athletic Club de Bilbao,2,2,2.5,3.25,2.8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,75,25,28,25,D
1665,23183,2012/2013,22,2013-02-02 00:00:00,1260023,CA Osasuna,RC Celta de Vigo,1,0,2.0,3.3,3.75,1,0,3,0,0,0,0,0,0,0,0,0,0,0,75,25,18,20,H
1667,23185,2012/2013,22,2013-02-02 00:00:00,1260025,Getafe CF,RC Deportivo de La Coruña,3,1,2.05,3.25,3.75,4,1,7,0,0,0,0,0,0,0,0,0,0,0,75,25,26,16,H
1668,23186,2012/2013,22,2013-02-02 00:00:00,1260026,Granada CF,Real Madrid CF,1,0,9.0,5.0,1.33,2,0,3,0,0,0,0,0,0,0,0,0,0,0,75,25,20,43,H
1662,23180,2012/2013,22,2013-02-02 00:00:00,1260015,RCD Espanyol,Levante UD,3,2,2.1,3.2,3.6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,75,25,22,33,H
1660,23178,2012/2013,22,2013-02-03 00:00:00,1260012,Atlético Madrid,Real Betis Balompié,1,0,1.44,4.33,7.0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,47,35,H
1663,23181,2012/2013,22,2013-02-03 00:00:00,1260017,Málaga CF,Real Zaragoza,1,1,1.53,4.0,6.0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,75,25,35,23,D
1664,23182,2012/2013,22,2013-02-03 00:00:00,1260019,Real Sociedad,RCD Mallorca,3,0,1.7,3.75,4.75,2,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,30,17,H
1669,23187,2012/2013,22,2013-02-03 00:00:00,1260027,Sevilla FC,Rayo Vallecano,2,1,1.5,4.33,6.0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,26,34,H
1666,23184,2012/2013,22,2013-02-03 00:00:00,1260024,Valencia CF,FC Barcelona,1,1,7.0,4.33,1.44,3,0,1,0,0,0,0,0,0,0,0,0,0,0,75,25,33,58,D
1673,23191,2012/2013,23,2013-02-09 00:00:00,1260037,Levante UD,Málaga CF,1,2,2.5,3.25,2.8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,75,25,33,36,A
1676,23194,2012/2013,23,2013-02-09 00:00:00,1260043,RC Celta de Vigo,Valencia CF,0,1,2.63,3.3,2.63,2,0,4,0,0,0,0,0,0,0,0,0,0,0,75,25,20,34,A
1678,23196,2012/2013,23,2013-02-09 00:00:00,1260046,RC Deportivo de La Coruña,Granada CF,0,3,2.0,3.3,3.8,3,1,3,0,0,0,0,0,0,0,0,0,0,0,75,25,16,23,A
1675,23193,2012/2013,23,2013-02-09 00:00:00,1260041,RCD Mallorca,CA Osasuna,1,1,2.1,3.3,3.5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,75,25,17,21,D
1679,23197,2012/2013,23,2013-02-09 00:00:00,1260048,Real Madrid CF,Sevilla FC,4,1,1.36,5.0,7.5,6,0,3,0,0,0,0,0,0,0,0,0,0,0,75,25,43,29,H
1672,23190,2012/2013,23,2013-02-10 00:00:00,1260035,Athletic Club de Bilbao,RCD Espanyol,0,4,1.73,3.6,4.75,2,0,7,0,0,0,0,0,0,0,0,0,0,0,75,25,26,25,A
1677,23195,2012/2013,23,2013-02-10 00:00:00,1260045,FC Barcelona,Getafe CF,6,1,1.09,10.0,21.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,75,25,59,29,H
1670,23188,2012/2013,23,2013-02-10 00:00:00,1260032,Rayo Vallecano,Atlético Madrid,2,1,3.5,3.3,2.1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,75,25,34,50,H
1674,23192,2012/2013,23,2013-02-10 00:00:00,1260039,Real Zaragoza,Real Sociedad,1,2,2.4,3.3,2.88,5,0,0,0,0,0,0,0,0,0,0,0,0,0,75,25,24,33,A
1671,23189,2012/2013,23,2013-02-11 00:00:00,1260034,Real Betis Balompié,Real Valladolid,0,0,1.83,3.5,4.33,2,0,5,0,0,0,0,0,0,0,0,0,0,0,75,25,35,29,D
